caminho,tipo,feature,responsabilidade,camada,importadores_principais,dependencias_pesadas,leitura_dados,escrita_dados,cache_atual,invalidacao_atual,risco_seguranca,risco_desempenho,codigo_duplicado,teste_associado,acao_recomendada,prioridade,estado
src/features/clients/domain/export.ts,module-ts,clients,,shared,src/app/api/clientes/[id]/export/route.ts,,,,,,sem sinal automatico,,,tests/e2e/client-export.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/clients/domain/no-show-policy.ts,module-ts,clients,,shared,src/app/(dashboard)/dashboard/clientes/[id]/page.tsx,,,,,,sem sinal automatico,,,tests/e2e/no-show-policy.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/clients/domain/photos.ts,module-ts,clients,,shared,src/app/(dashboard)/dashboard/clientes/[id]/page.tsx | src/app/api/clientes/[id]/export/route.ts | src/features/clients/ClientPhotosForm.tsx | src/features/clients/photo-actions.ts,,,,,,sem sinal automatico,,,tests/integration/client-photos-storage-rls.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/clients/domain/preferences.ts,module-ts,clients,,shared,src/app/(dashboard)/dashboard/clientes/[id]/page.tsx | src/app/api/clientes/[id]/export/route.ts | src/features/clients/ClientPreferencesForm.tsx | src/features/clients/actions.ts | src/features/clients/domain/export.ts,,,,,,sem sinal automatico,,,tests/unit/client-preferences.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/clients/photo-actions.ts,module-ts,clients,,server,src/features/clients/ClientPhotosForm.tsx,,select/from,mutacao-supabase,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/clients/suggestion-actions.ts,module-ts,clients,,server,src/features/appointments/wizard/ClientStep.tsx,,select/from,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/dashboard/AttentionWhatsappButton.tsx,component,dashboard,,client,src/app/(dashboard)/dashboard/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/dashboard/domain/summary.ts,module-ts,dashboard,,shared,src/app/(dashboard)/dashboard/page.tsx,,,,,,sem sinal automatico,,,tests/e2e/dashboard-summary.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/finance/FinancePeriodSelector.tsx,component,finance,,client,src/app/(dashboard)/dashboard/financeiro/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/finance/MarkPaidButtons.tsx,component,finance,,client,src/app/(dashboard)/dashboard/financeiro/pendentes/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/finance/RevenueInfoButton.tsx,component,finance,,client,src/app/(dashboard)/dashboard/financeiro/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/finance/actions.ts,server-actions,finance,,server,src/features/finance/MarkPaidButtons.tsx,,rpc,,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/finance/domain/csv-export.ts,module-ts,finance,,shared,src/app/api/financeiro/export/route.ts,,,,,,sem sinal automatico,,,tests/unit/csv-export.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/finance/domain/formula-injection-guard.ts,module-ts,finance,,shared,src/features/finance/domain/csv-export.ts | src/features/finance/domain/xlsx-export.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/finance/domain/pdf-export.ts,module-ts,finance,,shared,src/app/api/financeiro/export-pdf/route.ts,from 'pdfkit',,,,,sem sinal automatico,,,tests/unit/pdf-export.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/finance/domain/pdf-layout.ts,module-ts,finance,,shared,src/features/finance/domain/pdf-export.ts,,,,,,sem sinal automatico,,,tests/unit/pdf-layout.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/finance/domain/period.ts,module-ts,finance,,shared,src/app/(dashboard)/dashboard/financeiro/page.tsx | src/app/api/financeiro/export-excel/route.ts | src/app/api/financeiro/export-pdf/route.ts | src/app/api/financeiro/export/route.ts | src/features/finance/FinancePeriodSelector.tsx,,,,,,sem sinal automatico,,,tests/unit/finance-period.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/finance/domain/summary.ts,module-ts,finance,,shared,src/app/(dashboard)/dashboard/financeiro/page.tsx | src/app/(dashboard)/dashboard/financeiro/pendentes/page.tsx,,,,,,sem sinal automatico,,,tests/e2e/dashboard-summary.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/finance/domain/xlsx-export.ts,module-ts,finance,,shared,src/app/api/financeiro/export-excel/route.ts | src/features/finance/domain/pdf-export.ts,from 'exceljs',,,,,sem sinal automatico,,,tests/unit/xlsx-export.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/finance/log-export.ts,module-ts,finance,,shared,src/app/api/financeiro/export-excel/route.ts | src/app/api/financeiro/export-pdf/route.ts | src/app/api/financeiro/export/route.ts,,rpc,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/finance/transactions-lookup.ts,module-ts,finance,,shared,src/app/api/financeiro/export-excel/route.ts | src/app/api/financeiro/export-pdf/route.ts | src/app/api/financeiro/export/route.ts | src/features/finance/domain/csv-export.ts | src/features/finance/domain/pdf-export.ts,,select/from,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/BusinessStep.tsx,component,onboarding,,client,src/app/(onboarding)/onboarding/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/HoursStep.tsx,component,onboarding,,client,src/app/(onboarding)/onboarding/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/PublishStep.tsx,component,onboarding,,client,src/app/(onboarding)/onboarding/page.tsx,from 'qrcode',,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/RulesStep.tsx,component,onboarding,,client,src/app/(onboarding)/onboarding/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/ServicesStep.tsx,component,onboarding,,client,src/app/(onboarding)/onboarding/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/actions.ts,server-actions,onboarding,,server,src/features/onboarding/BusinessStep.tsx | src/features/onboarding/HoursStep.tsx | src/features/onboarding/PublishStep.tsx | src/features/onboarding/RulesStep.tsx | src/features/onboarding/ServicesStep.tsx,,rpc,mutacao-supabase,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/domain/business-step.ts,module-ts,onboarding,,shared,src/features/onboarding/actions.ts,,,,,,sem sinal automatico,,,tests/e2e/onboarding-business-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/domain/hours-step.ts,module-ts,onboarding,,shared,src/app/(onboarding)/onboarding/page.tsx | src/features/onboarding/HoursStep.tsx | src/features/onboarding/actions.ts,,select/from,,,,sem sinal automatico,,,tests/e2e/onboarding-hours-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/domain/publish-step.ts,module-ts,onboarding,,shared,src/app/(dashboard)/dashboard/definicoes/aparencia/page.tsx | src/app/(dashboard)/dashboard/mais/page.tsx | src/app/(dashboard)/dashboard/page.tsx | src/app/(dashboard)/dashboard/servicos/page.tsx | src/app/b/[slug]/page.tsx,,,,,,sem sinal automatico,,,tests/e2e/onboarding-publish-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/domain/rules-step.ts,module-ts,onboarding,,shared,src/app/(onboarding)/onboarding/page.tsx | src/features/onboarding/RulesStep.tsx | src/features/onboarding/actions.ts | src/features/settings/BookingRulesForm.tsx | src/features/settings/booking-rules-actions.ts,,,,,,sem sinal automatico,,,tests/e2e/onboarding-rules-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/domain/services-step.ts,module-ts,onboarding,,shared,src/app/(onboarding)/onboarding/page.tsx | src/features/onboarding/ServicesStep.tsx | src/features/onboarding/actions.ts,,,,,,sem sinal automatico,,,tests/e2e/onboarding-services-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/onboarding/domain/wizard.ts,module-ts,onboarding,,shared,src/app/(onboarding)/onboarding/page.tsx | src/features/onboarding/actions.ts,,,,,,sem sinal automatico,,,tests/e2e/onboarding-wizard.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/reminders/ReminderCard.tsx,component,reminders,,client,src/app/(dashboard)/dashboard/lembretes/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/reminders/ReminderTemplateForm.tsx,component,reminders,,client,src/app/(dashboard)/dashboard/definicoes/lembretes/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/reminders/actions.ts,server-actions,reminders,,server,src/features/dashboard/AttentionWhatsappButton.tsx | src/features/reminders/ReminderCard.tsx,,rpc,,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/reminders/domain/reminder-badges.ts,module-ts,reminders,,shared,src/app/(dashboard)/dashboard/agenda/[id]/page.tsx | src/app/(dashboard)/dashboard/lembretes/page.tsx | src/features/reminders/ReminderCard.tsx | src/features/reminders/domain/reminder-groups.ts,,,,,,sem sinal automatico,,,tests/unit/reminder-badges.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/reminders/domain/reminder-groups.ts,module-ts,reminders,,shared,src/app/(dashboard)/dashboard/lembretes/page.tsx,,,,,,sem sinal automatico,,,tests/unit/reminder-groups.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/reminders/domain/template.ts,module-ts,reminders,,shared,src/app/(dashboard)/dashboard/lembretes/page.tsx | src/features/reminders/ReminderTemplateForm.tsx | src/features/reminders/template-actions.ts,,,,,,sem sinal automatico,,,tests/e2e/reminder-template-settings.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/features/reminders/template-actions.ts,module-ts,reminders,,server,src/features/reminders/ReminderTemplateForm.tsx,,select/from,mutacao-supabase,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/AvailabilityBlocksManager.tsx,component,settings,,client,src/app/(dashboard)/dashboard/definicoes/agenda/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/BookingRulesForm.tsx,component,settings,,client,src/app/(dashboard)/dashboard/definicoes/marcacoes/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/BusinessHoursExceptionsManager.tsx,component,settings,,client,src/app/(dashboard)/dashboard/definicoes/agenda/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/BusinessImageUpload.tsx,component,settings,,client,src/app/(dashboard)/dashboard/definicoes/aparencia/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/NoShowPolicyForm.tsx,component,settings,,client,src/app/(dashboard)/dashboard/definicoes/marcacoes/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/PublicProfileForm.tsx,component,settings,,client,src/app/(dashboard)/dashboard/definicoes/aparencia/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/availability-blocks-actions.ts,module-ts,settings,,server,src/features/settings/AvailabilityBlocksManager.tsx,,select/from,mutacao-supabase,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/booking-rules-actions.ts,module-ts,settings,,server,src/features/settings/BookingRulesForm.tsx,,select/from,mutacao-supabase,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/business-hours-exceptions-actions.ts,module-ts,settings,,server,src/features/settings/BusinessHoursExceptionsManager.tsx,,select/from,mutacao-supabase,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/business-photo-actions.ts,module-ts,settings,,server,src/app/(dashboard)/dashboard/definicoes/aparencia/page.tsx,,select/from,mutacao-supabase,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/domain/public-profile.ts,module-ts,settings,,shared,src/features/settings/public-profile-actions.ts,,,,,,sem sinal automatico,,,tests/integration/public-profile-owner-preview.test.ts,,,revisto (automatizado por padrao de conteudo)
src/features/settings/no-show-policy-actions.ts,module-ts,settings,,server,src/features/settings/NoShowPolicyForm.tsx,,select/from,mutacao-supabase,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/settings/public-profile-actions.ts,module-ts,settings,,server,src/features/settings/PublicProfileForm.tsx,,select/from,mutacao-supabase,,revalidatePath,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/shell/AppShell.tsx,component,shell,,client,src/app/(dashboard)/layout.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/shell/InstallAppCard.tsx,component,shell,,client,src/app/(dashboard)/dashboard/mais/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/shell/LogoutSection.tsx,component,shell,,client,src/app/(dashboard)/dashboard/mais/page.tsx | src/features/shell/AppShell.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/shell/MoreMenuItem.tsx,component,shell,,shared,src/app/(dashboard)/dashboard/mais/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/shell/ProfileSummaryCard.tsx,component,shell,,shared,src/app/(dashboard)/dashboard/mais/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/features/shell/ServiceWorkerRegistration.tsx,component,shell,,client,src/app/layout.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/auth/require-profile.ts,module-ts,auth,PR3: requireProfile()/getOptionalProfile() agora consomem getAuthContext() memoizado (cache() React) em vez de repetir getClaims+profiles query por chamador; assinaturas de retorno mantidas (tenantSlug aditivo),shared,src/app/(auth)/login/page.tsx | src/app/(dashboard)/dashboard/agenda/[id]/page.tsx | src/app/(dashboard)/dashboard/agenda/nova/page.tsx | src/app/(dashboard)/dashboard/agenda/page.tsx | src/app/(dashboard)/dashboard/clientes/[id]/page.tsx,,select/from,,,,sem sinal automatico,,,tests/unit/require-profile.test.ts | tests/unit/get-auth-context.test.ts,nenhuma pendente — dedup entre chamadas so provavel via servidor real (Docker indisponivel nesta sessao),baixa,revisto (manual PR3)
src/lib/availability-lookup.ts,module-ts,shared-lib,,shared,src/app/(dashboard)/dashboard/agenda/page.tsx | src/app/b/[slug]/availability-actions.ts | src/features/appointments/manual-availability-actions.ts | src/features/appointments/recurrence-conflicts-actions.ts,,select/from,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/booking-draft-crypto.ts,module-ts,shared-lib,,shared,src/app/b/[slug]/draft-actions.ts,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/unit/booking-draft-crypto.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/booking-lookup-code-pattern.ts,module-ts,shared-lib,,shared,src/lib/booking-lookup-code.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/booking-lookup-code.ts,module-ts,shared-lib,,shared,src/app/marcacao/LookupForm.tsx | src/app/marcacao/lookup-actions.ts,,rpc,,,,sem sinal automatico,,,tests/e2e/booking-lookup-code.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/booking-token-lookup.ts,module-ts,shared-lib,,shared,src/app/api/bookings/[token]/calendar.ics/route.ts | src/app/api/bookings/[token]/route.ts | src/app/api/public/business/[slug]/bookings/route.ts | src/app/marcacao/[token]/page.tsx,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/booking-token-lookup.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/color-contrast.ts,module-ts,shared-lib,,shared,,,,,,,sem sinal automatico,,,tests/unit/color-contrast.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/cron-auth.ts,module-ts,shared-lib,,shared,src/app/api/cron/cleanup-booking-drafts/route.ts,,,,,,sem sinal automatico,,,tests/unit/cron-auth.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/email/booking-confirmation-template.ts,module-ts,shared-lib,,shared,src/app/api/public/business/[slug]/bookings/route.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/email/index.ts,module-ts,shared-lib,,shared,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/email/noop-provider.ts,module-ts,shared-lib,,shared,src/lib/email/index.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/email/provider.ts,module-ts,shared-lib,,shared,src/lib/email/booking-confirmation-template.ts | src/lib/email/index.ts | src/lib/email/noop-provider.ts | src/lib/email/resend-provider.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/email/resend-provider.ts,module-ts,shared-lib,,shared,src/lib/email/index.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/env.ts,module-ts,shared-lib,,shared,src/app/(dashboard)/dashboard/definicoes/aparencia/page.tsx | src/app/(dashboard)/dashboard/mais/page.tsx | src/app/(dashboard)/dashboard/page.tsx | src/app/(dashboard)/dashboard/servicos/page.tsx | src/app/(onboarding)/onboarding/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/ics.ts,module-ts,shared-lib,,shared,src/app/api/bookings/[token]/calendar.ics/route.ts,,,,,,sem sinal automatico,,,tests/e2e/booking-calendar-ics.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/image-processing.ts,module-ts,shared-lib,,shared,src/features/catalog/photo-actions.ts | src/features/clients/photo-actions.ts | src/features/settings/business-photo-actions.ts,from 'sharp',,,,,sem sinal automatico,,,tests/unit/image-processing.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/initials.ts,module-ts,shared-lib,,shared,src/app/(dashboard)/dashboard/agenda/[id]/page.tsx | src/app/b/[slug]/page.tsx | src/app/b/[slug]/resumo/ResumoClient.tsx | src/features/clients/ClientCard.tsx | src/features/shell/AppShell.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/logger.ts,module-ts,shared-lib,,shared,src/app/(dashboard)/dashboard/lembretes/page.tsx | src/app/api/clientes/[id]/export/route.ts | src/app/api/cron/cleanup-booking-drafts/route.ts | src/app/api/financeiro/export-excel/route.ts | src/app/api/financeiro/export-pdf/route.ts,,,,,,sem sinal automatico,,,tests/unit/logger.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/maps-url.ts,module-ts,shared-lib,,shared,src/features/onboarding/domain/business-step.ts | src/lib/open-location.ts,,,,,,sem sinal automatico,,,tests/unit/maps-url.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/metrics.ts,module-ts,shared-lib,,shared,src/app/api/public/business/[slug]/bookings/route.ts | src/features/auth/actions.ts,,,,,,sem sinal automatico,,,tests/unit/metrics.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/open-location.ts,module-ts,shared-lib,,shared,src/app/api/bookings/[token]/route.ts | src/app/b/[slug]/page.tsx | src/app/b/[slug]/resumo/page.tsx | src/app/marcacao/LookupForm.tsx | src/app/marcacao/[token]/page.tsx,,,,,,sem sinal automatico,,,tests/unit/open-location.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/phone.ts,module-ts,shared-lib,,shared,src/features/clients/suggestion-actions.ts | src/features/onboarding/domain/business-step.ts | src/lib/validation/client.ts,,,,,,sem sinal automatico,,,tests/unit/phone.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/rate-limit.ts,module-ts,shared-lib,,shared,src/app/api/bookings/[token]/calendar.ics/route.ts | src/app/api/bookings/[token]/route.ts | src/app/api/public/business/[slug]/bookings/route.ts | src/app/b/[slug]/availability-actions.ts | src/app/marcacao/[token]/page.tsx,,,,,,sem sinal automatico,,,tests/integration/rate-limit.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/request-id.ts,module-ts,shared-lib,,shared,src/app/(dashboard)/dashboard/lembretes/page.tsx | src/app/api/clientes/[id]/export/route.ts | src/app/api/cron/cleanup-booking-drafts/route.ts | src/app/api/financeiro/export-excel/route.ts | src/app/api/financeiro/export-pdf/route.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/request-ip.ts,module-ts,shared-lib,,shared,src/app/api/bookings/[token]/calendar.ics/route.ts | src/app/api/bookings/[token]/route.ts | src/app/api/public/business/[slug]/bookings/route.ts | src/app/b/[slug]/availability-actions.ts | src/app/marcacao/[token]/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/result.ts,module-ts,shared-lib,,shared,src/app/(auth)/recuperar-password/page.tsx | src/app/b/[slug]/availability-actions.ts | src/app/b/[slug]/draft-actions.ts | src/app/marcacao/LookupForm.tsx | src/app/marcacao/lookup-actions.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/supabase/admin.ts,module-ts,supabase-clients,,shared,src/app/api/cron/cleanup-booking-drafts/route.ts | src/app/api/public/business/[slug]/bookings/route.ts | src/app/b/[slug]/availability-actions.ts | src/app/b/[slug]/draft-actions.ts | src/lib/booking-lookup-code.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/supabase/client.ts,module-ts,supabase-clients,,shared,src/app/(auth)/definir-password/page.tsx,,,,,,sem sinal automatico,,,tests/e2e/client-detail.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/supabase/server.ts,module-ts,supabase-clients,,shared,src/app/(dashboard)/dashboard/agenda/[id]/page.tsx | src/app/(dashboard)/dashboard/agenda/nova/page.tsx | src/app/(dashboard)/dashboard/agenda/page.tsx | src/app/(dashboard)/dashboard/clientes/[id]/page.tsx | src/app/(dashboard)/dashboard/clientes/page.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/turnstile.ts,module-ts,shared-lib,,shared,src/app/api/public/business/[slug]/bookings/route.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/useFabHidesNearListEnd.ts,module-ts,shared-lib,,client,src/features/appointments/AgendaFab.tsx | src/features/catalog/ServicesFab.tsx | src/features/clients/ClientsFab.tsx,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/validation/auth.ts,module-ts,shared-lib,,shared,src/features/auth/actions.ts,,,,,,sem sinal automatico,,,tests/unit/cron-auth.test.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/validation/client.ts,module-ts,shared-lib,,shared,src/app/api/public/business/[slug]/bookings/route.ts | src/app/b/[slug]/PreRegistrationStep.tsx | src/app/b/[slug]/dados/DadosClient.tsx | src/features/appointments/manual-booking-actions.ts | src/features/appointments/recurring-series-actions.ts,,,,,,sem sinal automatico,,,tests/e2e/client-detail.spec.ts,,,revisto (automatizado por padrao de conteudo)
src/lib/validation/money.ts,module-ts,shared-lib,,shared,src/features/catalog/domain/package.ts | src/features/catalog/domain/service.ts | src/features/onboarding/domain/services-step.ts,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/write-confirmation.ts,module-ts,shared-lib,,shared,src/features/catalog/actions.ts | src/features/catalog/photo-actions.ts | src/features/clients/actions.ts | src/features/onboarding/actions.ts | src/features/reminders/template-actions.ts,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/unit/write-confirmation.test.ts,,,revisto (automatizado por padrao de conteudo)
src/middleware.ts,middleware,root,PR3: agora chama supabase.auth.getUser() via @supabase/ssr para refrescar a sessao e reescrever cookies na mesma response que carrega CSP/nonce/request-id/no-store — antes so tratava headers,server,,@supabase/ssr,,,no-store,,sem sinal automatico,,,tests/unit/middleware.test.ts,nenhuma pendente — troca real de refresh-token nunca exercitada contra Supabase real (Docker indisponivel),media,revisto (manual PR3)
supabase/.gitignore,supabase-config,db-config,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/config.toml,supabase-config,db-config,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0001_initial.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0002_harden_tenant_fk_integrity.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0003_provision_tenant_owner.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0004_audit_logs_immutable.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0005_publish_business.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0006_business_hours_exceptions.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0007_create_public_booking.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0008_cancel_reschedule_appointment.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0009_create_manual_booking.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0010_update_client_private_notes.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0011_no_show_policy.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0012_reminder_lifecycle.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0013_reminder_engagement.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0014_reminder_template.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0015_complete_appointment.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0016_complete_appointment_extras.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0017_complete_appointment_discount.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0018_booking_lookup_code.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0019_client_photos_storage.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0020_fix_pgcrypto_schema.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0021_fix_create_public_booking_payload_hash.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
